transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,user_transaction_frequency,user_total_spending,user_avg_transaction,user_expense_ratio,year,month,day_of_week,is_weekend,amount_category
T09592,U135,2021-12-13,Expense,Rent,386.0,Cash,Pune,,76,663782.0,8733.973684210527,0.8421052631578947,2021.0,12.0,0.0,0,Medium
T01303,U026,2022-12-01,Expense,Rent,218.0,UPI,Hyderabad,Paid electricity bill,74,644984.0,8716.0,0.8648648648648649,2022.0,12.0,3.0,0,Medium
T03886,U043,2019-09-17,Expense,Food,3402.0,UPI,HYDERABAD,Uber to office,72,1781791.0,24747.097222222223,0.8194444444444444,2019.0,9.0,1.0,0,Very Large
T02754,U164,2021-06-29,Expense,Utilities,173.0,UPI,Kolkata,,84,1716665.0,20436.488095238095,0.8809523809523809,2021.0,6.0,1.0,0,Medium
T13108,U061,2022-02-04,Expense,Others,394.0,Card,Delhi,Grocery shopping,88,711061.0,8080.238636363636,0.8636363636363636,2022.0,2.0,4.0,0,Medium
T09627,U190,2019-03-31,Expense,Utilities,1426.0,UPI,Jaipur,Uber to office,89,967567.0,10871.539325842698,0.8314606741573034,2019.0,3.0,6.0,1,Very Large
T07156,U090,2021-06-24,Income,Bonus,21872.0,Bank Transfer,,Uber to office,101,1018641.0,10085.554455445545,0.8316831683168316,2021.0,6.0,3.0,0,Extreme
T05192,U092,2022-02-03,Expense,Travel,240.0,Card,Pune,Paid electricity bill,75,1581118.0,21081.573333333334,0.88,2022.0,2.0,3.0,0,Medium
T07001,U089,2020-09-16,Income,Other Income,66218.0,UPI,Pune,Salary,84,1037927.0,12356.27380952381,0.7976190476190477,2020.0,9.0,2.0,0,Extreme
T04050,U012,2019-07-16,Income,aSlary,76512.0,UPI,Lucknow,Gift,75,354902.0,4732.026666666667,0.9466666666666667,2019.0,7.0,1.0,0,Extreme
T13511,U052,,Expense,Rent,289.0,Cash,mumbai,Gift,61,475036.0,7787.475409836065,0.8688524590163934,,,,0,Medium
T01728,U122,2021-12-23,Expense,Rent,2213.0,Card,Delhi,Netflix subscription,73,620185.0,8495.684931506848,0.863013698630137,2021.0,12.0,3.0,0,Very Large
T07174,U005,2019-12-19,Expense,Food,117.0,UPI,Bengaluru,Monthly rent,79,761948.0,9644.911392405063,0.8607594936708861,2019.0,12.0,3.0,0,Medium
T01754,U142,2020-08-26,Expense,Others,381.0,UPI,Lucknow,,78,1162944.0,14909.538461538461,0.7564102564102564,2020.0,8.0,2.0,0,Medium
T03709,U035,2022-02-28,Expense,Utilities,377.0,Bank Transfer,Delhi,Grocery shopping,92,695941.0,7564.576086956522,0.8804347826086957,2022.0,2.0,0.0,0,Medium
T11385,U003,2020-02-02,Expense,Food,27.0,Card,Lucknow,Dinner at resto cash,84,1097724.0,13068.142857142857,0.7976190476190477,2020.0,2.0,6.0,1,Small
T05252,U086,2019-01-20,Expense,Food,259.0,UPI,Hyderabad,Grocery shopping,92,773273.0,8405.141304347826,0.8695652173913043,2019.0,1.0,6.0,1,Medium
T06806,U035,2019-05-21,Expense,Others,1870.0,Cash,,Dinner at resto,92,695941.0,7564.576086956522,0.8804347826086957,2019.0,5.0,1.0,0,Very Large
T08929,U177,2022-08-29,Expense,Food,458.0,Bank Transfer,Delhi,Monthly rent,89,738071.0,8292.932584269663,0.8764044943820225,2022.0,8.0,0.0,0,Medium
T07778,U123,2019-10-02,Income,Salary,44916.0,Card,Delhi,cKtyyp32dO5seubQut,80,1173832.0,14672.9,0.75,2019.0,10.0,2.0,0,Extreme
T12161,U041,2022-10-08,Expense,Entertainment,138.0,Card,,Gift cash,79,1892404.0,23954.481012658227,0.8354430379746836,2022.0,10.0,5.0,1,Medium
T12782,U132,2020-05-29,Expense,Rent,2487.0,Bank Transfer,Jaipur,Uber to office ,53,834305.0,15741.603773584906,0.7547169811320755,2020.0,5.0,4.0,0,Very Large
T01896,U050,2022-12-30,Expense,Education,403.0,Card,Mumbai,,77,604372.0,7848.987012987013,0.8961038961038961,2022.0,12.0,4.0,0,Medium
T03303,U178,2020-12-31,Expense,Education,464.0,Bank Transfer,Hyderabad,Doctor visit,77,609876.0,7920.467532467533,0.8701298701298701,2020.0,12.0,3.0,0,Medium
T10092,U091,,Expense,Health,3361.0,Cash,Jaipur,Paid electricity bill,90,700274.0,7780.822222222222,0.8666666666666667,,,,0,Very Large
T14517,U071,2022-02-11,Expense,Entertainment,187.0,UPI,Mumbai,Doctor visit,80,724117.0,9051.4625,0.8625,2022.0,2.0,4.0,0,Medium
T03385,U048,2019-09-17,Expense,Rent,230.0,Bank Transfer,Hyderabad,Gift late,83,422977.0,5096.108433734939,0.927710843373494,2019.0,9.0,1.0,0,Medium
T09903,U120,2022-12-26,Expense,Utilities,1079.0,Cash,Delhi,Netflix subscription,67,545548.0,8142.507462686567,0.8656716417910447,2022.0,12.0,0.0,0,Very Large
T09988,U126,2022-11-19,Expense,Rentt,658.0,Card,Pune,Netflix subscription via app,84,1747647.0,20805.321428571428,0.8690476190476191,2022.0,11.0,5.0,1,Large
T08888,U167,2022-11-15,Expense,Travel,202.0,Unknown,Ahmedabad,,92,666872.0,7248.608695652174,0.8913043478260869,2022.0,11.0,1.0,0,Medium
T09046,U033,2021-03-07,Expense,Utilities,181.0,Bank Transfer,Lucknow,Paid electricity bill cash,86,1653293.0,19224.337209302324,0.8953488372093024,2021.0,3.0,6.0,1,Medium
T10148,U184,2019-06-01,Expense,Utilities,657.0,Cash,Mumbai,Course fee,80,913167.0,11414.5875,0.825,2019.0,6.0,5.0,1,Large
T04916,U117,2022-09-16,Income,Bonus,62170.0,Card,Jaipur,Grocery shopping,93,1848899.0,19880.63440860215,0.8602150537634409,2022.0,9.0,4.0,0,Extreme
T06113,U191,2019-01-23,Expense,Savings,971.0,Card,Delhi,Uber to office,99,1137459.0,11489.484848484848,0.8282828282828283,2019.0,1.0,2.0,0,Large
T11489,U023,2021-12-01,Expense,Utilities,228.0,Bank Transfer,Chennai,Uber to office ,77,565527.0,7344.506493506494,0.8831168831168831,2021.0,12.0,2.0,0,Medium
T11553,U019,2021-06-08,Income,Bonus,55279.0,Bank Transfer,Bengaluru,,72,709321.0,9851.680555555555,0.8472222222222222,2021.0,6.0,1.0,0,Extreme
T06158,U138,,Expense,Rent,930.0,Cash,Jaipur,Uber to office late,72,458637.0,6369.958333333333,0.8888888888888888,,,,0,Large
T12346,U109,2022-03-30,Expense,Travel,979.0,Card,Mumbai,Uber to office,70,815514.0,11650.2,0.8285714285714286,2022.0,3.0,2.0,0,Large
T08523,U050,2022-03-17,Expense,Food,97.0,Unknown,pune,,77,604372.0,7848.987012987013,0.8961038961038961,2022.0,3.0,3.0,0,Small
T10242,U160,2019-04-01,Income,Bonus,71519.0,UPI,Pune,Grocery shopping via app,85,1668734.0,19632.164705882355,0.8705882352941177,2019.0,4.0,0.0,0,Extreme
T06470,U026,2022-07-04,Expense,Utilities,525.0,Bank Transfer,Pune,Grocery shopping,74,644984.0,8716.0,0.8648648648648649,2022.0,7.0,0.0,0,Large
T04884,U165,2019-01-30,Expense,Rent,201.0,Card,Pune,Paid electricity bill,95,1936441.0,20383.58947368421,0.8526315789473684,2019.0,1.0,2.0,0,Medium
T09548,U050,2020-01-23,Expense,Entertainment,1104.0,Bank Transfer,Jaipur,Salary,77,604372.0,7848.987012987013,0.8961038961038961,2020.0,1.0,3.0,0,Very Large
T11755,U095,2022-10-09,Expense,Food,823.0,UPI,Ahmedabad,Uber to office via app,71,423895.0,5970.352112676056,0.9154929577464789,2022.0,10.0,6.0,1,Large
T05424,U025,2019-05-29,Expense,Rent,192.0,Card,Mumbai,Salary,82,1797717.0,21923.378048780487,0.8536585365853658,2019.0,5.0,2.0,0,Medium
T11607,U045,2022-10-22,Expense,Others,503.0,UPI,Chennai,Gift,74,558555.0,7548.040540540541,0.8783783783783784,2022.0,10.0,5.0,1,Large
T13204,U159,2021-09-03,Income,Bonus,47486.0,UPI,Hyderabad,Course fee,93,1035404.0,11133.376344086022,0.8172043010752689,2021.0,9.0,4.0,0,Extreme
T14424,U071,2022-02-15,Expense,Rent,563.0,UPI,Pune,Salary late,80,724117.0,9051.4625,0.8625,2022.0,2.0,1.0,0,Large
T04269,U148,2021-06-22,Expense,Utilities,128.0,Bank Transfer,Pune,Monthly rent,72,775852.0,10775.722222222223,0.8472222222222222,2021.0,6.0,1.0,0,Medium
T08990,U108,2020-09-25,Expense,Entertainment,168.0,Cash,pune,Grocery shopping,82,1135546.0,13848.121951219513,0.7926829268292683,2020.0,9.0,4.0,0,Medium
T07361,U114,2022-07-01,Expense,Travel,479.0,Cash,Kolkata,,91,774665.0,8512.802197802197,0.8681318681318682,2022.0,7.0,4.0,0,Medium
T09213,U157,2020-05-17,Expense,Travel,6822.0,Cash,Ahmedabad,Course fee,67,996520.0,14873.432835820895,0.7761194029850746,2020.0,5.0,6.0,1,Extreme
T03868,U165,2020-07-17,Expense,Food,910.0,Cash,Pune,Grocery shopping via app,95,1936441.0,20383.58947368421,0.8526315789473684,2020.0,7.0,4.0,0,Large
T06489,U039,2020-03-13,Expense,Rent,96.0,Card,Bengaluru,Uber to office,86,1017618.0,11832.767441860466,0.8255813953488372,2020.0,3.0,4.0,0,Small
T08058,U176,2020-01-27,Expense,Travel,53.0,UPI,Bengaluru,Course fee late,84,2161513.0,25732.29761904762,0.7976190476190477,2020.0,1.0,0.0,0,Small
T11597,U148,2019-01-30,Income,Bonus,69874.0,Bank Transfer,Bengaluru,Dinner at resto,72,775852.0,10775.722222222223,0.8472222222222222,2019.0,1.0,2.0,0,Extreme
T06031,U105,2021-12-02,Expense,Rent,264.0,Card,Mumbai,Gift,73,644969.0,8835.191780821919,0.8767123287671232,2021.0,12.0,3.0,0,Medium
T06922,U126,2020-05-08,Expense,Food,39.0,Cash,Ahmedabad,,84,1747647.0,20805.321428571428,0.8690476190476191,2020.0,5.0,4.0,0,Small
T13885,U096,2019-03-10,Expense,Food,1915.0,UPI,Lucknow,Doctor visit cash,86,1624095.0,18884.825581395347,0.8953488372093024,2019.0,3.0,6.0,1,Very Large
T02407,U064,2020-12-11,Income,Bonus,70843.0,UPI,Jaipur,Monthly rent late,82,913618.0,11141.682926829268,0.8414634146341463,2020.0,12.0,4.0,0,Extreme
T06424,U139,2020-06-28,Expense,Savings,1731.0,UPI,Kolkata,Grocery shopping,92,427525.0,4647.010869565217,0.9239130434782609,2020.0,6.0,6.0,1,Very Large
T02725,U052,2021-11-04,Expense,Travel,266.0,UPI,Jaipur,Paid electricity bill ,61,475036.0,7787.475409836065,0.8688524590163934,2021.0,11.0,3.0,0,Medium
T09170,U134,2021-08-09,Income,Bonus,64987.0,UPI,Ahmedabad,Netflix subscription,78,691844.0,8869.794871794871,0.8589743589743589,2021.0,8.0,0.0,0,Extreme
T03489,U019,2019-02-07,Income,Other Income,59414.0,Bank Transfer,Kolkata,Dinner at resto ,72,709321.0,9851.680555555555,0.8472222222222222,2019.0,2.0,3.0,0,Extreme
T02019,U097,2022-07-02,Expense,Utilitiees,205.0,Card,Kolkata,Uber to office,80,998783.0,12484.7875,0.8125,2022.0,7.0,5.0,1,Medium
T05950,U177,2021-07-08,Expense,Food,51.0,Bank Transfer,Kolkata,Monthly rent,89,738071.0,8292.932584269663,0.8764044943820225,2021.0,7.0,3.0,0,Small
T06156,U054,2019-01-29,Expense,Savings,195.0,Unknown,Delhi,Dinner at resto,90,866960.0,9632.888888888889,0.8555555555555555,2019.0,1.0,1.0,0,Medium
T10114,U053,2022-06-23,Income,Bonus,65146.0,Bank Transfer,Kolkata,Monthly rent,87,1164343.0,13383.252873563219,0.7931034482758621,2022.0,6.0,3.0,0,Extreme
T03632,U112,2020-10-20,Expense,,153.0,Cash,Lucknow,Netflix subscription,81,1724906.0,21295.135802469136,0.8518518518518519,2020.0,10.0,1.0,0,Medium
T01449,U121,2019-04-23,Income,Other Income,43755.0,UPI,Bengaluru,Salary ,81,697855.0,8615.493827160493,0.8641975308641975,2019.0,4.0,1.0,0,Extreme
T08461,U159,2019-07-04,Expense,Entertainment,383.0,Bank Transfer,Hyderabad,Dinner at resto,93,1035404.0,11133.376344086022,0.8172043010752689,2019.0,7.0,3.0,0,Medium
T11361,U063,2021-01-28,Expense,Entertainment,4258.0,Bank Transfer,Delhi,Uber to office via app,77,510029.0,6623.7532467532465,0.9090909090909091,2021.0,1.0,3.0,0,Very Large
T13543,U048,2020-03-09,Expense,Utilities,201.0,UPI,Lucknow,Monthly rent,83,422977.0,5096.108433734939,0.927710843373494,2020.0,3.0,0.0,0,Medium
T00806,U141,2021-12-01,Expense,Travel,778.0,UPI,Mumbai,Grocery shopping,100,1907915.0,19079.15,0.84,2021.0,12.0,2.0,0,Large
T09354,U092,2020-06-23,Expense,Rent,117.0,Cash,Delhi,Salary cash,75,1581118.0,21081.573333333334,0.88,2020.0,6.0,1.0,0,Medium
T14617,U018,2020-02-02,Expense,Others,285.0,Unknown,Lucknow,Nln5hWC0Gi,74,722254.0,9760.18918918919,0.8513513513513513,2020.0,2.0,6.0,1,Medium
T03951,U035,2019-08-26,Expense,Food,116.0,UPI,Jaipur,Gift,92,695941.0,7564.576086956522,0.8804347826086957,2019.0,8.0,0.0,0,Medium
T08333,U139,2022-07-04,Expense,Food,1025.0,Cash,Kolkata,Uber to office,92,427525.0,4647.010869565217,0.9239130434782609,2022.0,7.0,0.0,0,Very Large
T06616,U041,2021-11-08,Expense,Rent,406.0,Card,Lucknow,Gift,79,1892404.0,23954.481012658227,0.8354430379746836,2021.0,11.0,0.0,0,Medium
T04286,U046,2020-09-12,Expense,Travel,269.0,Cash,Bengaluru,Gift via app,77,1657066.0,21520.33766233766,0.8831168831168831,2020.0,9.0,5.0,1,Medium
T14720,U029,2022-04-15,Expense,Food,184.0,Cash,Chennai,Monthly rent,84,1573128.0,18727.714285714286,0.9047619047619048,2022.0,4.0,4.0,0,Medium
T12703,U191,2022-03-05,Expense,Travel,189.0,UPI,Delhi,Course fee,99,1137459.0,11489.484848484848,0.8282828282828283,2022.0,3.0,5.0,1,Medium
T10455,U061,2022-11-09,Expense,Rent,208.0,Card,Pune,Gift late,88,711061.0,8080.238636363636,0.8636363636363636,2022.0,11.0,2.0,0,Medium
T09096,U001,2022-01-08,Income,Other Income,71407.0,UPI,Jaipur,Salary late,90,1350099.0,15001.1,0.7555555555555555,2022.0,1.0,5.0,1,Extreme
T05767,U117,2019-03-09,Expense,Entertainment,398.0,Cash,mumbai,Gift,93,1848899.0,19880.63440860215,0.8602150537634409,2019.0,3.0,5.0,1,Medium
T08467,U080,2021-02-16,Expense,Travel,252.0,UPI,Chennai,Uber to office,95,704475.0,7415.526315789473,0.8947368421052632,2021.0,2.0,1.0,0,Medium
T06503,U004,2022-12-13,Expense,Food,1114.0,Unknown,Chennai,Course fee,61,590155.0,9674.672131147541,0.8524590163934426,2022.0,12.0,1.0,0,Very Large
T06498,U034,2022-03-05,Income,Bonus,58709.0,Cash,Chennai,Gift,91,843525.0,9269.505494505494,0.8571428571428571,2022.0,3.0,5.0,1,Extreme
T04544,U153,2019-02-10,Expense,Travel,156.0,Card,Mumbai,Grocery shopping ,83,742425.0,8944.87951807229,0.8433734939759037,2019.0,2.0,6.0,1,Medium
T13077,U183,2020-06-06,Expense,,115.0,UPI,Pune,Uber to office cash,87,625370.0,7188.16091954023,0.8735632183908046,2020.0,6.0,5.0,1,Medium
T02806,U023,2020-05-10,Expense,Rent,32.0,Bank Transfer,Hyderabad,Paid electricity bill,77,565527.0,7344.506493506494,0.8831168831168831,2020.0,5.0,6.0,1,Small
T05674,U185,2020-12-18,Expense,Food,187.0,UPI,Kolkata,Monthly rent,79,953991.0,12075.835443037975,0.8227848101265823,2020.0,12.0,4.0,0,Medium
T04611,U089,2022-01-28,Expense,Entertainment,812.0,Bank Transfer,Bengaluru,Gift,84,1037927.0,12356.27380952381,0.7976190476190477,2022.0,1.0,4.0,0,Large
T07067,U020,2022-01-10,Expense,Travel,122.0,Bank Transfer,Jaipur,Doctor visit via app,101,1108349.0,10973.752475247526,0.8316831683168316,2022.0,1.0,0.0,0,Medium
T03655,U153,2020-03-21,Income,Other Icnome,35476.0,Unknown,,Doctor visit cash,83,742425.0,8944.87951807229,0.8433734939759037,2020.0,3.0,5.0,1,Extreme
T00124,U029,2022-10-11,Expense,Food,174.0,Bank Transfer,Hyderabad,Uber to office,84,1573128.0,18727.714285714286,0.9047619047619048,2022.0,10.0,1.0,0,Medium
T14496,U174,2019-10-09,Expense,Travel,958.0,UPI,bengaluru,Dinner at resto,76,1061923.0,13972.671052631578,0.7894736842105263,2019.0,10.0,2.0,0,Large
T02187,U075,2019-11-04,Expense,Rent,65.0,Cash,Mumbai,Gift,83,816013.0,9831.481927710844,0.8313253012048193,2019.0,11.0,0.0,0,Small
T04908,U030,2022-09-03,Expense,Rent,341.0,Bank Transfer,Hyderabad,Monthly rent,79,565507.0,7158.316455696203,0.8860759493670886,2022.0,9.0,5.0,1,Medium
T02769,U043,2022-06-03,Expense,Travel,393.0,Cash,Pune,Gift via app,72,1781791.0,24747.097222222223,0.8194444444444444,2022.0,6.0,4.0,0,Medium
T12305,U106,2022-01-23,Income,Salary,54947.0,Card,Hyderabad,,93,799374.0,8595.41935483871,0.8602150537634409,2022.0,1.0,6.0,1,Extreme
T13137,U098,2021-04-30,Expense,Travel,165.0,Cash,Mumbai,Dinner at resto ,75,519965.0,6932.866666666667,0.8933333333333333,2021.0,4.0,4.0,0,Medium
T13361,U028,2020-03-28,Expense,Utilities,599.0,UPI,Lucknow,MVqI3dVfgZ,80,594071.0,7425.8875,0.8875,2020.0,3.0,5.0,1,Large
T01137,U126,2019-06-28,Expense,Entertainment,371.0,Card,Delhi,Gift,84,1747647.0,20805.321428571428,0.8690476190476191,2019.0,6.0,4.0,0,Medium
T02837,U080,2022-02-21,Expense,Food,263.0,UPI,Pune,Dinner at resto,95,704475.0,7415.526315789473,0.8947368421052632,2022.0,2.0,0.0,0,Medium
T08958,U058,2021-03-09,Expense,Travel,292.0,Unknown,,Paid electricity bill cash,75,755303.0,10070.706666666667,0.84,2021.0,3.0,1.0,0,Medium
T05068,U192,2020-05-17,Expense,Utilities,562.0,Card,Mumbai,Netflix subscription via app,91,964637.0,10600.406593406593,0.8351648351648352,2020.0,5.0,6.0,1,Large
T14116,U034,2021-11-04,Expense,Fod,225.0,Bank Transfer,hyderabad,9eWqjZPeeHa0Apog8Yfy,91,843525.0,9269.505494505494,0.8571428571428571,2021.0,11.0,3.0,0,Medium
T14425,U003,2019-08-09,Expense,Others,529.0,UPI,Mumbai,Monthly rent,84,1097724.0,13068.142857142857,0.7976190476190477,2019.0,8.0,4.0,0,Large
T07860,U190,2020-05-10,Expense,Reent,1084.0,Card,Jaipur,Netflix subscription via app,89,967567.0,10871.539325842698,0.8314606741573034,2020.0,5.0,6.0,1,Very Large
T12258,U066,2022-11-23,Expense,Entertainment,3790.0,UPI,Kolkata,Netflix subscription,74,391570.0,5291.486486486487,0.918918918918919,2022.0,11.0,2.0,0,Very Large
T13037,U077,2019-04-23,Expense,Food,375.0,Card,Jaipur,Course fee ,76,800527.0,10533.25,0.8289473684210527,2019.0,4.0,1.0,0,Medium
T00779,U190,2019-12-06,Expense,Entertainment,540.0,Cash,,Course fee ,89,967567.0,10871.539325842698,0.8314606741573034,2019.0,12.0,4.0,0,Large
T14801,U189,2021-07-12,Expense,Travel,169.0,UPI,Bengaluru,Course fee,90,967555.0,10750.611111111111,0.8444444444444444,2021.0,7.0,0.0,0,Medium
T06255,U089,2021-03-29,Expense,Health,347.0,UPI,Kolkata,Gift,84,1037927.0,12356.27380952381,0.7976190476190477,2021.0,3.0,0.0,0,Medium
T07634,U001,2021-02-04,Income,Salary,51426.0,Cash,Hyderabad,Dinner at resto,90,1350099.0,15001.1,0.7555555555555555,2021.0,2.0,3.0,0,Extreme
T12626,U168,2021-12-10,Expense,Travel,99.0,Cash,Jaipur,Dinner at resto,76,996864.0,13116.631578947368,0.8026315789473685,2021.0,12.0,4.0,0,Small
T01111,U127,2022-12-16,Expense,Educationn,414.0,Cash,Pune,Salary,87,987383.0,11349.229885057472,0.8160919540229885,2022.0,12.0,4.0,0,Medium
T14753,U188,2019-12-01,Expense,Rent,858.0,Unknown,Hyderabad,Paid electricity bill late,79,895223.0,11331.93670886076,0.8354430379746836,2019.0,12.0,6.0,1,Large
T00080,U171,2020-11-06,Expense,Health,430.0,Unknown,,,94,1195708.0,12720.297872340425,0.8085106382978723,2020.0,11.0,4.0,0,Medium
T13533,U127,2020-01-12,Income,Other Income,62041.0,Bank Transfer,Ahmedabad,Grocery shopping,87,987383.0,11349.229885057472,0.8160919540229885,2020.0,1.0,6.0,1,Extreme
T03298,U082,2021-12-04,Expense,Food,1779.0,UPI,Delhi,Paid electricity bill cash,85,1779994.0,20941.105882352942,0.8470588235294118,2021.0,12.0,5.0,1,Very Large
T08100,U062,2022-12-22,Expense,Rent,2485.0,Card,Bengaluru,Grocery shopping,89,864742.0,9716.202247191011,0.8539325842696629,2022.0,12.0,3.0,0,Very Large
T14073,U070,2020-10-04,Expense,Food,69.0,Bank Transfer,Mumbai,Uber to office via app,75,1703804.0,22717.386666666665,0.8666666666666667,2020.0,10.0,6.0,1,Small
T00563,U122,2020-02-02,Expense,Rent,45.0,UPI,Delhi,KBKJ96m3YwKTSd,73,620185.0,8495.684931506848,0.863013698630137,2020.0,2.0,6.0,1,Small
T13940,U033,2022-04-22,Expense,Rent,1294.0,Cash,jaipur,Grocery shopping,86,1653293.0,19224.337209302324,0.8953488372093024,2022.0,4.0,4.0,0,Very Large
T07842,U165,2021-05-21,Income,Salary,54627.0,Unknown,Bengaluru,Paid electricity bill,95,1936441.0,20383.58947368421,0.8526315789473684,2021.0,5.0,4.0,0,Extreme
T08293,U017,2022-03-03,Expense,Trael,160.0,Cash,Bengaluru,Grocery shopping,71,735301.0,10356.352112676057,0.8309859154929577,2022.0,3.0,3.0,0,Medium
T11002,U038,2020-04-13,Expense,Rent,107.0,Cash,Kolkata,Paid electricity bill,84,670888.0,7986.761904761905,0.8809523809523809,2020.0,4.0,0.0,0,Medium
T00800,U183,2019-11-04,Expense,Rent,809.0,Bank Transfer,Lucknow,Monthly rent,87,625370.0,7188.16091954023,0.8735632183908046,2019.0,11.0,0.0,0,Large
T11153,U014,2020-08-28,Expense,Food,234.0,Cash,Kolkata,Netflix subscription,91,488139.0,5364.1648351648355,0.9120879120879121,2020.0,8.0,4.0,0,Medium
T13576,U013,2021-07-13,Expense,Rent,987.0,UPI,,Dinner at resto cash,77,846988.0,10999.844155844155,0.8181818181818182,2021.0,7.0,1.0,0,Large
T09128,U105,2019-11-04,Expense,Entertainment,554.0,Cash,Ahmedabad,Gift,73,644969.0,8835.191780821919,0.8767123287671232,2019.0,11.0,0.0,0,Large
T04784,U091,2022-11-16,Expense,Food,2520.0,Card,Pune,Dinner at resto,90,700274.0,7780.822222222222,0.8666666666666667,2022.0,11.0,2.0,0,Very Large
T06034,U110,2022-10-27,Expense,Food,2111.0,Cash,ahmedabad,Uber to office cash,82,1520022.0,18536.853658536584,0.9146341463414634,2022.0,10.0,3.0,0,Very Large
T06938,U181,2021-05-15,Expense,Food,50.0,Bank Transfer,,Grocery shopping,89,955284.0,10733.52808988764,0.8314606741573034,2021.0,5.0,5.0,1,Small
T00375,U148,2020-09-03,Expense,Entertainment,241.0,Bank Transfer,Kolkata,,72,775852.0,10775.722222222223,0.8472222222222222,2020.0,9.0,3.0,0,Medium
T00609,U053,2020-12-18,Income,Salary,69944.0,Bank Transfer,Bengaluru,Paid electricity bill,87,1164343.0,13383.252873563219,0.7931034482758621,2020.0,12.0,4.0,0,Extreme
T09505,U147,2022-09-06,Expense,Food,858.0,Cash,Chennai,Dinner at resto cash,83,590604.0,7115.710843373494,0.8795180722891566,2022.0,9.0,1.0,0,Large
T01151,U031,2021-07-02,Expense,Food,74.0,Cash,Hyderabad,Netflix subscription,88,763011.0,8670.579545454546,0.875,2021.0,7.0,4.0,0,Small
T06051,U066,2022-02-22,Expense,Rent,126.0,UPI,,Paid electricity bill,74,391570.0,5291.486486486487,0.918918918918919,2022.0,2.0,1.0,0,Medium
T03817,U139,2022-07-20,Expense,Food,-970.0,UPI,Bengaluru,Doctor visit late,92,427525.0,4647.010869565217,0.9239130434782609,2022.0,7.0,2.0,0,
T08314,U021,2021-09-16,Expense,Food,511.0,Unknown,bengaluru,Doctor visit ,94,1362603.0,14495.77659574468,0.776595744680851,2021.0,9.0,3.0,0,Large
T04509,U169,2020-06-06,Expense,Rent,384.0,Bank Transfer,Lucknow,Salary via app,78,1473121.0,18886.166666666668,0.9230769230769231,2020.0,6.0,5.0,1,Medium
T09178,U121,2020-10-08,Expense,Entertainment,462.0,UPI,Mumbai,Dinner at resto,81,697855.0,8615.493827160493,0.8641975308641975,2020.0,10.0,3.0,0,Medium
T13876,U142,2022-02-20,Income,Salary,45403.0,Card,lucknow,Doctor visit,78,1162944.0,14909.538461538461,0.7564102564102564,2022.0,2.0,6.0,1,Extreme
T07423,U050,2021-05-19,Expense,Rent,2259.0,Bank Transfer,Bengaluru,Gift,77,604372.0,7848.987012987013,0.8961038961038961,2021.0,5.0,2.0,0,Very Large
T07621,U075,2020-03-07,Expense,Food,3384.0,Bank Transfer,Delhi,Grocery shopping,83,816013.0,9831.481927710844,0.8313253012048193,2020.0,3.0,5.0,1,Very Large
T12528,U106,2021-02-01,Expense,Rent,63.0,Cash,Delhi,Salary,93,799374.0,8595.41935483871,0.8602150537634409,2021.0,2.0,0.0,0,Small
T09027,U023,2020-01-11,Expense,Education,1931.0,Ard,Lucknow,Course fee,77,565527.0,7344.506493506494,0.8831168831168831,2020.0,1.0,5.0,1,Very Large
T05741,U154,2020-10-20,Expense,Rent,50.0,Card,Hyderabad,Grocery shopping,88,852422.0,9686.613636363636,0.8409090909090909,2020.0,10.0,1.0,0,Small
T13979,U128,2020-12-11,Expense,Food,221.0,Card,Lucknow,Paid electricity bill,92,784759.0,8529.989130434782,0.8586956521739131,2020.0,12.0,4.0,0,Medium
T03587,U186,2020-12-04,Expense,Utilities,36.0,Bank Transfer,Chennai,Gift,81,1580104.0,19507.456790123455,0.8888888888888888,2020.0,12.0,4.0,0,Small
T14697,U150,2019-01-11,Expense,Travel,2032.0,Cash,Bengaluru,Course fee,84,1827844.0,21760.04761904762,0.8452380952380952,2019.0,1.0,4.0,0,Very Large
T13000,U031,2021-10-27,Expense,Education,2579.0,Bank Transfer,kolkata,Monthly rent cash,88,763011.0,8670.579545454546,0.875,2021.0,10.0,2.0,0,Very Large
T05359,U132,2022-08-30,Expense,,336.0,Bank Transfer,Chennai,Doctor visit cash,53,834305.0,15741.603773584906,0.7547169811320755,2022.0,8.0,1.0,0,Medium
T01898,U024,2019-10-08,Expense,Food,623.0,Cash,,aeDKRcPdyZ7zubOxKrB,77,1154073.0,14987.961038961039,0.7922077922077922,2019.0,10.0,1.0,0,Large
T09000,U161,2019-04-10,Expense,Food,1666.0,Bank Transfer,Ahmedabad,6ibZ1uusS,83,1074757.0,12948.87951807229,0.8192771084337349,2019.0,4.0,2.0,0,Very Large
T01967,U012,2021-01-13,Expense,Food,364.0,Bank Transfer,Delhi,Gift ,75,354902.0,4732.026666666667,0.9466666666666667,2021.0,1.0,2.0,0,Medium
T14418,U101,2022-07-26,Expense,Education,189.0,Card,Jaipur,Netflix subscription ,87,779929.0,8964.701149425287,0.8620689655172413,2022.0,7.0,1.0,0,Medium
T01386,U065,2019-02-04,Expense,Food,178.0,Bank Transfer,Pune,Salary cash,84,902281.0,10741.440476190477,0.8333333333333334,2019.0,2.0,0.0,0,Medium
